ID,Modelo,Sismo,PGA,PGV,PGD,Dur,Ia,T,Costo,R1,R2,R3,R4,R5,R6,D1,D2,D3,D4,D5,D6
2369,474,5,2.15,0.83,0.37,89.27,6.04,0.46580076,15820.00595,6.20138E+11,1.52914E+13,0,2.38245E+12,8.76861E+12,1.49992E+13,0.00579178,0.00218171,0.00732359,0.0045393,0.0012612,0.0004443
2370,474,8,1.92,0.66,0.29,86.89,6.91,0.46580076,15820.00595,6.20138E+11,1.52914E+13,0,2.38245E+12,8.76861E+12,1.49992E+13,0.00535197,0.00208121,0.00690821,0.0043305,0.001218,0.0004373
2371,475,8,1.92,0.66,0.29,86.89,6.91,0.356860164,16877.44888,5.63721E+12,1.4336E+13,6.65588E+12,4.37976E+12,2.38631E+12,1.08092E+13,0.00280797,0.00158312,0.00220427,0.00242004,0.0021379,0.000623
2372,475,2,2.24,0.36,0.14,55.09,2.71,0.356860164,16877.44888,5.63721E+12,1.4336E+13,6.65588E+12,4.37976E+12,2.38631E+12,1.08092E+13,0.00484411,0.00290759,0.00439094,0.0054621,0.005416,0.0015177
2373,475,7,2.3,0.79,0.32,92.57,9.1,0.356860164,16877.44888,5.63721E+12,1.4336E+13,6.65588E+12,4.37976E+12,2.38631E+12,1.08092E+13,0.00312344,0.00176002,0.00243149,0.00267526,0.00235723,0.0006863
2374,475,3,1.75,0.34,0.28,45.39,2.03,0.356860164,16877.44888,5.63721E+12,1.4336E+13,6.65588E+12,4.37976E+12,2.38631E+12,1.08092E+13,0.0055428,0.0035663,0.00566955,0.0073479,0.0068605,0.0018611
2375,475,9,1.93,0.6,0.4,95.82,7.16,0.356860164,16877.44888,5.63721E+12,1.4336E+13,6.65588E+12,4.37976E+12,2.38631E+12,1.08092E+13,0.00231041,0.00138999,0.00191951,0.00217476,0.00183159,0.0005558
2376,476,5,2.15,0.83,0.37,89.27,6.04,0.515488128,6922.678171,2.06397E+12,1.08312E+13,0,1.51394E+12,0,5.03127E+12,0.00488847,0.00311783,0.01018324,0.0083882,0.0064532,0.0016329
2377,476,8,1.92,0.66,0.29,86.89,6.91,0.515488128,6922.678171,2.06397E+12,1.08312E+13,0,1.51394E+12,0,5.03127E+12,0.00455968,0.00289017,0.00977936,0.0080158,0.0063475,0.001579
2378,476,11,1.71,0.61,0.22,93.45,7.31,0.515488128,6922.678171,2.06397E+12,1.08312E+13,0,1.51394E+12,0,5.03127E+12,0.00429538,0.00272641,0.00898692,0.0074824,0.006191,0.0015861
2379,476,10,1.64,0.56,0.22,105.37,5.89,0.515488128,6922.678171,2.06397E+12,1.08312E+13,0,1.51394E+12,0,5.03127E+12,0.00470505,0.00303606,0.01089334,0.0096029,0.0076596,0.0018607
2380,476,2,2.24,0.36,0.14,55.09,2.71,0.515488128,6922.678171,2.06397E+12,1.08312E+13,0,1.51394E+12,0,5.03127E+12,0.00561764,0.00366816,0.01528075,0.013555,0.011895,0.0027012
2381,477,8,1.92,0.66,0.29,86.89,6.91,0.412874386,17479.26401,1.12228E+13,1.09882E+13,0,4.68443E+12,1.74011E+13,2.93175E+11,0.00161132,0.00227145,0.00660993,0.0028801,0.0007302,0.0016516
2382,477,6,2.35,0.75,0.41,97.33,7.31,0.412874386,17479.26401,1.12228E+13,1.09882E+13,0,4.68443E+12,1.74011E+13,2.93175E+11,0.00184992,0.00263838,0.00829014,0.0034726,0.0008775,0.0020788
2383,477,5,2.15,0.83,0.37,89.27,6.04,0.412874386,17479.26401,1.12228E+13,1.09882E+13,0,4.68443E+12,1.74011E+13,2.93175E+11,0.00165513,0.0024806,0.00771217,0.003269,0.0007805,0.001854
2384,477,4,2.17,0.78,0.32,90.35,6.79,0.412874386,17479.26401,1.12228E+13,1.09882E+13,0,4.68443E+12,1.74011E+13,2.93175E+11,0.00172606,0.00241397,0.00740349,0.003165,0.0007514,0.0017611
2385,477,11,1.71,0.61,0.22,93.45,7.31,0.412874386,17479.26401,1.12228E+13,1.09882E+13,0,4.68443E+12,1.74011E+13,2.93175E+11,0.00159168,0.00229084,0.00692067,0.0030275,0.0007703,0.0017615
2386,478,4,2.17,0.78,0.32,90.35,6.79,0.366998356,16667.42131,1.28827E+13,2.11843E+12,5.74854E+12,1.42077E+13,7.73983E+12,2.41439E+12,0.0018115,0.00428082,0.00272048,0.00109533,0.00105244,0.0011825
2387,478,3,1.75,0.34,0.28,45.39,2.03,0.366998356,16667.42131,1.28827E+13,2.11843E+12,5.74854E+12,1.42077E+13,7.73983E+12,2.41439E+12,0.00301043,0.00823637,0.0053286,0.0024527,0.0026597,0.0032772
2388,478,1,2.14,0.44,0.26,59.1,3.02,0.366998356,16667.42131,1.28827E+13,2.11843E+12,5.74854E+12,1.42077E+13,7.73983E+12,2.41439E+12,0.00335667,0.00958173,0.0059464,0.0023443,0.0025101,0.0033226
2389,478,8,1.92,0.66,0.29,86.89,6.91,0.366998356,16667.42131,1.28827E+13,2.11843E+12,5.74854E+12,1.42077E+13,7.73983E+12,2.41439E+12,0.00177252,0.00417913,0.0027035,0.00105742,0.00100314,0.0011427
2390,478,2,2.24,0.36,0.14,55.09,2.71,0.366998356,16667.42131,1.28827E+13,2.11843E+12,5.74854E+12,1.42077E+13,7.73983E+12,2.41439E+12,0.00358432,0.01017937,0.0061921,0.002498,0.0025644,0.0031448
2391,479,0,2.81,0.44,0.22,55.44,3.35,0.423103837,11228.26235,4.17919E+11,5.41042E+12,1.08788E+13,5.48811E+12,2.72748E+12,7.13819E+12,0.0176573,0.0085087,0.0039238,0.0048867,0.005246,0.0019765
2392,479,5,2.15,0.83,0.37,89.27,6.04,0.423103837,11228.26235,4.17919E+11,5.41042E+12,1.08788E+13,5.48811E+12,2.72748E+12,7.13819E+12,0.00780805,0.00383756,0.0017327,0.0021135,0.0021292,0.0008068
2393,479,9,1.93,0.6,0.4,95.82,7.16,0.423103837,11228.26235,4.17919E+11,5.41042E+12,1.08788E+13,5.48811E+12,2.72748E+12,7.13819E+12,0.00661945,0.00325152,0.00148712,0.0018265,0.0018369,0.0007006
2394,479,2,2.24,0.36,0.14,55.09,2.71,0.423103837,11228.26235,4.17919E+11,5.41042E+12,1.08788E+13,5.48811E+12,2.72748E+12,7.13819E+12,0.0117392,0.0063542,0.0029662,0.0038381,0.004095,0.0015412
2395,479,10,1.64,0.56,0.22,105.37,5.89,0.423103837,11228.26235,4.17919E+11,5.41042E+12,1.08788E+13,5.48811E+12,2.72748E+12,7.13819E+12,0.00618136,0.00336973,0.00155161,0.0017569,0.0017689,0.0006667
2396,480,8,1.92,0.66,0.29,86.89,6.91,0.418837522,13780.27005,5.432E+12,1.08155E+13,1.73462E+12,2.07666E+12,3.6715E+12,1.17434E+13,0.00255152,0.00201109,0.00439001,0.00391264,0.0019045,0.0005189
2397,480,3,1.75,0.34,0.28,45.39,2.03,0.418837522,13780.27005,5.432E+12,1.08155E+13,1.73462E+12,2.07666E+12,3.6715E+12,1.17434E+13,0.00602014,0.0047712,0.01222545,0.0114893,0.0060002,0.0016927
2398,480,6,2.35,0.75,0.41,97.33,7.31,0.418837522,13780.27005,5.432E+12,1.08155E+13,1.73462E+12,2.07666E+12,3.6715E+12,1.17434E+13,0.00311104,0.00253514,0.00577792,0.0052281,0.0025601,0.0006603
2399,480,2,2.24,0.36,0.14,55.09,2.71,0.418837522,13780.27005,5.432E+12,1.08155E+13,1.73462E+12,2.07666E+12,3.6715E+12,1.17434E+13,0.00412076,0.00347399,0.00962057,0.0087996,0.004653,0.0013113
2400,480,9,1.93,0.6,0.4,95.82,7.16,0.418837522,13780.27005,5.432E+12,1.08155E+13,1.73462E+12,2.07666E+12,3.6715E+12,1.17434E+13,0.00238381,0.0019303,0.00425169,0.00373736,0.0019305,0.0005618
2401,481,3,1.75,0.34,0.28,45.39,2.03,0.512448684,10589.20889,1.08594E+13,1.40839E+12,9.02078E+11,5.19551E+11,8.85231E+12,5.25571E+12,0.00362756,0.0133724,0.0173633,0.0137186,0.0026751,0.0013174
2402,481,11,1.71,0.61,0.22,93.45,7.31,0.512448684,10589.20889,1.08594E+13,1.40839E+12,9.02078E+11,5.19551E+11,8.85231E+12,5.25571E+12,0.0023569,0.00716828,0.00923141,0.00739,0.0016411,0.0007884
2403,481,8,1.92,0.66,0.29,86.89,6.91,0.512448684,10589.20889,1.08594E+13,1.40839E+12,9.02078E+11,5.19551E+11,8.85231E+12,5.25571E+12,0.00255669,0.00802721,0.0104131,0.0080388,0.0017336,0.0008235
2404,481,1,2.14,0.44,0.26,59.1,3.02,0.512448684,10589.20889,1.08594E+13,1.40839E+12,9.02078E+11,5.19551E+11,8.85231E+12,5.25571E+12,0.00294,0.01114576,0.0151287,0.0125413,0.0026378,0.0015417
2405,481,7,2.3,0.79,0.32,92.57,9.1,0.512448684,10589.20889,1.08594E+13,1.40839E+12,9.02078E+11,5.19551E+11,8.85231E+12,5.25571E+12,0.00318771,0.01049009,0.0133057,0.0102789,0.0021193,0.0010094
2406,482,0,2.81,0.44,0.22,55.44,3.35,0.47471303,9746.059317,7.05478E+11,1.75527E+13,6.99623E+11,3.79216E+12,0,9.09215E+11,0.0126003,0.0037138,0.0152147,0.0092888,0.0154615,0.0088224
2407,482,1,2.14,0.44,0.26,59.1,3.02,0.47471303,9746.059317,7.05478E+11,1.75527E+13,6.99623E+11,3.79216E+12,0,9.09215E+11,0.00998457,0.00312843,0.0111,0.0086252,0.015507,0.0088336
2408,482,5,2.15,0.83,0.37,89.27,6.04,0.47471303,9746.059317,7.05478E+11,1.75527E+13,6.99623E+11,3.79216E+12,0,9.09215E+11,0.00568732,0.00187168,0.00528901,0.0040113,0.0046928,0.0028367
2409,482,6,2.35,0.75,0.41,97.33,7.31,0.47471303,9746.059317,7.05478E+11,1.75527E+13,6.99623E+11,3.79216E+12,0,9.09215E+11,0.00677499,0.00212093,0.00655517,0.0049013,0.0059649,0.0035714
2410,482,11,1.71,0.61,0.22,93.45,7.31,0.47471303,9746.059317,7.05478E+11,1.75527E+13,6.99623E+11,3.79216E+12,0,9.09215E+11,0.00531744,0.00177,0.00548446,0.0042389,0.0051417,0.0031094
2411,483,5,2.15,0.83,0.37,89.27,6.04,0.526099097,6473.237724,1.82577E+12,2.29991E+12,0,7.00216E+12,5.54656E+11,5.06578E+12,0.00801774,0.01065276,0.013206,0.0037671,0.0036581,0.0015103
2412,483,9,1.93,0.6,0.4,95.82,7.16,0.526099097,6473.237724,1.82577E+12,2.29991E+12,0,7.00216E+12,5.54656E+11,5.06578E+12,0.00655993,0.00887397,0.0110343,0.0033083,0.0032683,0.0013482
2413,483,4,2.17,0.78,0.32,90.35,6.79,0.526099097,6473.237724,1.82577E+12,2.29991E+12,0,7.00216E+12,5.54656E+11,5.06578E+12,0.00758714,0.01014459,0.0126117,0.0036591,0.003559,0.0014732
2414,483,7,2.3,0.79,0.32,92.57,9.1,0.526099097,6473.237724,1.82577E+12,2.29991E+12,0,7.00216E+12,5.54656E+11,5.06578E+12,0.00819675,0.0110743,0.014287,0.0040075,0.0041183,0.0016222
2415,483,6,2.35,0.75,0.41,97.33,7.31,0.526099097,6473.237724,1.82577E+12,2.29991E+12,0,7.00216E+12,5.54656E+11,5.06578E+12,0.00811206,0.01045809,0.0145239,0.0040365,0.0040846,0.0016236
2416,484,0,2.81,0.44,0.22,55.44,3.35,0.562987646,5342.284727,2.94018E+12,3.36431E+11,1.82628E+12,0,6.71638E+12,1.59618E+12,0.0078535,0.01585275,0.0145763,0.0157324,0.0039655,0.0032744
2417,484,7,2.3,0.79,0.32,92.57,9.1,0.562987646,5342.284727,2.94018E+12,3.36431E+11,1.82628E+12,0,6.71638E+12,1.59618E+12,0.00886467,0.01988549,0.0163194,0.0161073,0.0039967,0.0028494
2418,484,4,2.17,0.78,0.32,90.35,6.79,0.562987646,5342.284727,2.94018E+12,3.36431E+11,1.82628E+12,0,6.71638E+12,1.59618E+12,0.00663087,0.01212773,0.0102752,0.0097296,0.0027626,0.001884
2419,484,11,1.71,0.61,0.22,93.45,7.31,0.562987646,5342.284727,2.94018E+12,3.36431E+11,1.82628E+12,0,6.71638E+12,1.59618E+12,0.00797626,0.01704573,0.0141428,0.0135993,0.0035631,0.0024659
2420,484,5,2.15,0.83,0.37,89.27,6.04,0.562987646,5342.284727,2.94018E+12,3.36431E+11,1.82628E+12,0,6.71638E+12,1.59618E+12,0.00636521,0.01140399,0.0094891,0.0085549,0.0024542,0.0016371
2421,485,10,1.64,0.56,0.22,105.37,5.89,0.396402078,11038.21237,9.64122E+12,3.85892E+12,8.26592E+12,1.68493E+12,5.13057E+12,0,0.00208052,0.00313639,0.00239854,0.00338512,0.0021605,0.0027081
2422,485,8,1.92,0.66,0.29,86.89,6.91,0.396402078,11038.21237,9.64122E+12,3.85892E+12,8.26592E+12,1.68493E+12,5.13057E+12,0,0.00207109,0.0028386,0.00215046,0.00293135,0.00181343,0.0021369
2423,485,6,2.35,0.75,0.41,97.33,7.31,0.396402078,11038.21237,9.64122E+12,3.85892E+12,8.26592E+12,1.68493E+12,5.13057E+12,0,0.00277366,0.00440538,0.00331522,0.0046975,0.0029894,0.003969
2424,485,9,1.93,0.6,0.4,95.82,7.16,0.396402078,11038.21237,9.64122E+12,3.85892E+12,8.26592E+12,1.68493E+12,5.13057E+12,0,0.00203964,0.00282698,0.00212041,0.00290571,0.0018039,0.0021459
2425,485,0,2.81,0.44,0.22,55.44,3.35,0.396402078,11038.21237,9.64122E+12,3.85892E+12,8.26592E+12,1.68493E+12,5.13057E+12,0,0.00400956,0.00660114,0.0050031,0.0077366,0.0050239,0.0120564
2426,486,11,1.71,0.61,0.22,93.45,7.31,0.420938959,15106.57305,1.49078E+12,3.88259E+12,8.42127E+12,2.36796E+12,1.07467E+13,1.13782E+13,0.00536098,0.00394199,0.00212355,0.0026238,0.0010105,0.0004571
2427,486,2,2.24,0.36,0.14,55.09,2.71,0.420938959,15106.57305,1.49078E+12,3.88259E+12,8.42127E+12,2.36796E+12,1.07467E+13,1.13782E+13,0.0101241,0.0075724,0.0041817,0.0054919,0.0019401,0.0008821
2428,486,8,1.92,0.66,0.29,86.89,6.91,0.420938959,15106.57305,1.49078E+12,3.88259E+12,8.42127E+12,2.36796E+12,1.07467E+13,1.13782E+13,0.00542289,0.00384311,0.00209382,0.0025706,0.0009903,0.0004427
2429,486,10,1.64,0.56,0.22,105.37,5.89,0.420938959,15106.57305,1.49078E+12,3.88259E+12,8.42127E+12,2.36796E+12,1.07467E+13,1.13782E+13,0.00468756,0.00350742,0.0018898,0.00230495,0.0008808,0.0004134
2430,486,3,1.75,0.34,0.28,45.39,2.03,0.420938959,15106.57305,1.49078E+12,3.88259E+12,8.42127E+12,2.36796E+12,1.07467E+13,1.13782E+13,0.0151372,0.0111036,0.0056544,0.0077801,0.0025793,0.0011965
2431,487,5,2.15,0.83,0.37,89.27,6.04,0.476183285,12519.97318,0,9.03958E+12,3.31414E+12,0,1.01926E+13,1.24822E+13,0.00804369,0.00307451,0.0042204,0.0059915,0.0013267,0.0004656
2432,487,10,1.64,0.56,0.22,105.37,5.89,0.476183285,12519.97318,0,9.03958E+12,3.31414E+12,0,1.01926E+13,1.24822E+13,0.00697289,0.00275883,0.00396348,0.0056186,0.0012457,0.0004024
2433,487,3,1.75,0.34,0.28,45.39,2.03,0.476183285,12519.97318,0,9.03958E+12,3.31414E+12,0,1.01926E+13,1.24822E+13,0.0137938,0.0048175,0.0071938,0.0120525,0.0023422,0.0008485
2434,487,7,2.3,0.79,0.32,92.57,9.1,0.476183285,12519.97318,0,9.03958E+12,3.31414E+12,0,1.01926E+13,1.24822E+13,0.00855007,0.00331513,0.0047152,0.0070007,0.0015328,0.0005294
2435,487,9,1.93,0.6,0.4,95.82,7.16,0.476183285,12519.97318,0,9.03958E+12,3.31414E+12,0,1.01926E+13,1.24822E+13,0.00885626,0.00338934,0.004917,0.0072493,0.0015283,0.0005258
2436,488,9,1.93,0.6,0.4,95.82,7.16,0.433803377,11358.00884,2.45892E+12,2.98128E+12,9.7862E+12,7.37328E+11,5.6218E+12,9.38068E+12,0.00457267,0.00407084,0.00213069,0.003657,0.0016278,0.0005363
2437,488,11,1.71,0.61,0.22,93.45,7.31,0.433803377,11358.00884,2.45892E+12,2.98128E+12,9.7862E+12,7.37328E+11,5.6218E+12,9.38068E+12,0.00466401,0.0041694,0.00221335,0.0038667,0.0017226,0.0005641
2438,488,3,1.75,0.34,0.28,45.39,2.03,0.433803377,11358.00884,2.45892E+12,2.98128E+12,9.7862E+12,7.37328E+11,5.6218E+12,9.38068E+12,0.0108076,0.0095345,0.0051596,0.0130052,0.0047676,0.0015612
2439,488,1,2.14,0.44,0.26,59.1,3.02,0.433803377,11358.00884,2.45892E+12,2.98128E+12,9.7862E+12,7.37328E+11,5.6218E+12,9.38068E+12,0.00919277,0.00863868,0.0050186,0.0134958,0.0048539,0.0015281
2440,488,7,2.3,0.79,0.32,92.57,9.1,0.433803377,11358.00884,2.45892E+12,2.98128E+12,9.7862E+12,7.37328E+11,5.6218E+12,9.38068E+12,0.00759527,0.00687978,0.0036821,0.0072487,0.0029791,0.0009419
2441,489,1,2.14,0.44,0.26,59.1,3.02,0.39535691,13155.36656,7.9291E+12,1.74658E+12,6.47014E+12,9.51488E+12,2.26453E+12,6.43842E+12,0.00517425,0.01198953,0.0063309,0.003656,0.0056633,0.0021083
2442,489,5,2.15,0.83,0.37,89.27,6.04,0.39535691,13155.36656,7.9291E+12,1.74658E+12,6.47014E+12,9.51488E+12,2.26453E+12,6.43842E+12,0.00283467,0.00531713,0.00297198,0.0015944,0.0021564,0.0008288
2443,489,3,1.75,0.34,0.28,45.39,2.03,0.39535691,13155.36656,7.9291E+12,1.74658E+12,6.47014E+12,9.51488E+12,2.26453E+12,6.43842E+12,0.00546128,0.01344184,0.0068774,0.0038611,0.0058929,0.0021798
2444,489,10,1.64,0.56,0.22,105.37,5.89,0.39535691,13155.36656,7.9291E+12,1.74658E+12,6.47014E+12,9.51488E+12,2.26453E+12,6.43842E+12,0.00261054,0.00485718,0.00274749,0.00150932,0.0020607,0.0008667
2445,489,8,1.92,0.66,0.29,86.89,6.91,0.39535691,13155.36656,7.9291E+12,1.74658E+12,6.47014E+12,9.51488E+12,2.26453E+12,6.43842E+12,0.00251654,0.00448207,0.00246282,0.00127143,0.0017153,0.0007226
2446,490,4,2.17,0.78,0.32,90.35,6.79,0.444579808,15890.26399,1.17221E+11,3.56321E+12,9.32831E+12,5.19551E+12,8.95839E+12,1.44634E+13,0.0094341,0.00535159,0.0023527,0.0022022,0.00117,0.0004882
2447,490,0,2.81,0.44,0.22,55.44,3.35,0.444579808,15890.26399,1.17221E+11,3.56321E+12,9.32831E+12,5.19551E+12,8.95839E+12,1.44634E+13,0.0245746,0.0108049,0.004627,0.0044039,0.0024273,0.0010388
2448,490,9,1.93,0.6,0.4,95.82,7.16,0.444579808,15890.26399,1.17221E+11,3.56321E+12,9.32831E+12,5.19551E+12,8.95839E+12,1.44634E+13,0.00781825,0.00454378,0.0020295,0.0019122,0.0010237,0.0004277
2449,490,1,2.14,0.44,0.26,59.1,3.02,0.444579808,15890.26399,1.17221E+11,3.56321E+12,9.32831E+12,5.19551E+12,8.95839E+12,1.44634E+13,0.0205615,0.0104848,0.0043445,0.004154,0.0022277,0.0009606
2450,490,6,2.35,0.75,0.41,97.33,7.31,0.444579808,15890.26399,1.17221E+11,3.56321E+12,9.32831E+12,5.19551E+12,8.95839E+12,1.44634E+13,0.0104346,0.005949,0.0025382,0.002346,0.0012313,0.0005116
2451,491,1,2.14,0.44,0.26,59.1,3.02,0.46541737,10206.76198,0,9.58795E+12,6.31455E+11,4.40849E+12,8.75951E+12,5.42375E+12,0.0151843,0.0056503,0.0152468,0.0072732,0.0022113,0.0020175
2452,491,11,1.71,0.61,0.22,93.45,7.31,0.46541737,10206.76198,0,9.58795E+12,6.31455E+11,4.40849E+12,8.75951E+12,5.42375E+12,0.00705828,0.0029317,0.0056056,0.0030736,0.0010242,0.0009846
2453,491,5,2.15,0.83,0.37,89.27,6.04,0.46541737,10206.76198,0,9.58795E+12,6.31455E+11,4.40849E+12,8.75951E+12,5.42375E+12,0.00754985,0.00305696,0.0055277,0.0030027,0.0009838,0.0009442
2454,491,2,2.24,0.36,0.14,55.09,2.71,0.46541737,10206.76198,0,9.58795E+12,6.31455E+11,4.40849E+12,8.75951E+12,5.42375E+12,0.0121838,0.0048864,0.0104203,0.0053615,0.0017403,0.0015384
2455,491,9,1.93,0.6,0.4,95.82,7.16,0.46541737,10206.76198,0,9.58795E+12,6.31455E+11,4.40849E+12,8.75951E+12,5.42375E+12,0.00800804,0.0033992,0.006353,0.0034738,0.0010968,0.0009545
2456,492,10,1.64,0.56,0.22,105.37,5.89,0.397609983,15521.59655,8.73831E+11,1.02611E+13,3.16888E+12,1.38657E+13,7.70216E+12,5.07484E+12,0.00563543,0.0025332,0.00304228,0.0012339,0.0010875,0.0009357
2457,492,3,1.75,0.34,0.28,45.39,2.03,0.397609983,15521.59655,8.73831E+11,1.02611E+13,3.16888E+12,1.38657E+13,7.70216E+12,5.07484E+12,0.0153669,0.0060159,0.0078147,0.0031383,0.0030594,0.002902
2458,492,6,2.35,0.75,0.41,97.33,7.31,0.397609983,15521.59655,8.73831E+11,1.02611E+13,3.16888E+12,1.38657E+13,7.70216E+12,5.07484E+12,0.00781037,0.00333853,0.0039211,0.001631,0.0014018,0.0012395
2459,492,0,2.81,0.44,0.22,55.44,3.35,0.397609983,15521.59655,8.73831E+11,1.02611E+13,3.16888E+12,1.38657E+13,7.70216E+12,5.07484E+12,0.013597,0.0056026,0.0077071,0.0029688,0.0028203,0.0024923
2460,492,11,1.71,0.61,0.22,93.45,7.31,0.397609983,15521.59655,8.73831E+11,1.02611E+13,3.16888E+12,1.38657E+13,7.70216E+12,5.07484E+12,0.00597908,0.00266149,0.00315255,0.0012442,0.0011133,0.0009134
2461,493,0,2.81,0.44,0.22,55.44,3.35,0.380233459,15660.03628,1.55095E+13,3.5914E+12,6.96628E+12,5.03729E+12,5.5037E+12,1.16604E+12,0.00288976,0.00816564,0.0068271,0.0057859,0.0047577,0.0057136
2462,493,10,1.64,0.56,0.22,105.37,5.89,0.380233459,15660.03628,1.55095E+13,3.5914E+12,6.96628E+12,5.03729E+12,5.5037E+12,1.16604E+12,0.00156765,0.00324429,0.00260797,0.00209939,0.00168131,0.0017773
2463,493,1,2.14,0.44,0.26,59.1,3.02,0.380233459,15660.03628,1.55095E+13,3.5914E+12,6.96628E+12,5.03729E+12,5.5037E+12,1.16604E+12,0.00380766,0.01153913,0.0092203,0.0071207,0.0057775,0.0072947
2464,493,8,1.92,0.66,0.29,86.89,6.91,0.380233459,15660.03628,1.55095E+13,3.5914E+12,6.96628E+12,5.03729E+12,5.5037E+12,1.16604E+12,0.00158191,0.00351188,0.00280353,0.00218996,0.00168735,0.001719
2465,493,7,2.3,0.79,0.32,92.57,9.1,0.380233459,15660.03628,1.55095E+13,3.5914E+12,6.96628E+12,5.03729E+12,5.5037E+12,1.16604E+12,0.00202966,0.00430505,0.00332972,0.00264042,0.0020833,0.0021819
2466,494,0,2.81,0.44,0.22,55.44,3.35,0.486349655,8134.533054,4.0586E+12,8.33594E+12,0,3.11731E+12,0,7.02078E+12,0.00564117,0.00640865,0.02521284,0.0106484,0.0127269,0.002335
2467,494,8,1.92,0.66,0.29,86.89,6.91,0.486349655,8134.533054,4.0586E+12,8.33594E+12,0,3.11731E+12,0,7.02078E+12,0.00365526,0.00404604,0.01044284,0.0063722,0.0055614,0.0011035
2468,494,5,2.15,0.83,0.37,89.27,6.04,0.486349655,8134.533054,4.0586E+12,8.33594E+12,0,3.11731E+12,0,7.02078E+12,0.00325233,0.00341702,0.00813628,0.005101,0.0042706,0.0008694
2469,494,9,1.93,0.6,0.4,95.82,7.16,0.486349655,8134.533054,4.0586E+12,8.33594E+12,0,3.11731E+12,0,7.02078E+12,0.00340177,0.00369104,0.00933093,0.0057622,0.0051394,0.0010815
2470,494,11,1.71,0.61,0.22,93.45,7.31,0.486349655,8134.533054,4.0586E+12,8.33594E+12,0,3.11731E+12,0,7.02078E+12,0.00328757,0.00366891,0.00942231,0.0059267,0.0051656,0.0010545
2471,495,4,2.17,0.78,0.32,90.35,6.79,0.373962197,13106.20931,6.01207E+12,5.01656E+12,7.4638E+12,3.70541E+12,7.84887E+12,6.03597E+12,0.0029152,0.003109,0.00227155,0.00226853,0.0012205,0.0007992
2472,495,1,2.14,0.44,0.26,59.1,3.02,0.373962197,13106.20931,6.01207E+12,5.01656E+12,7.4638E+12,3.70541E+12,7.84887E+12,6.03597E+12,0.0059063,0.0066761,0.0050013,0.0057227,0.0032281,0.0021798
2473,495,8,1.92,0.66,0.29,86.89,6.91,0.373962197,13106.20931,6.01207E+12,5.01656E+12,7.4638E+12,3.70541E+12,7.84887E+12,6.03597E+12,0.00276215,0.00296541,0.00219258,0.00223322,0.0012073,0.0007779
2474,495,6,2.35,0.75,0.41,97.33,7.31,0.373962197,13106.20931,6.01207E+12,5.01656E+12,7.4638E+12,3.70541E+12,7.84887E+12,6.03597E+12,0.00313489,0.00341751,0.002519,0.0026148,0.0014106,0.0009053
2475,495,9,1.93,0.6,0.4,95.82,7.16,0.373962197,13106.20931,6.01207E+12,5.01656E+12,7.4638E+12,3.70541E+12,7.84887E+12,6.03597E+12,0.00254452,0.00272244,0.00201246,0.00198594,0.00108316,0.0007162
2476,496,0,2.81,0.44,0.22,55.44,3.35,0.35067152,17335.45906,5.85396E+12,9.00332E+12,1.08966E+13,9.27338E+12,0,1.25641E+13,0.00589769,0.00488491,0.0036157,0.0045018,0.0200283,0.0017908
2477,496,8,1.92,0.66,0.29,86.89,6.91,0.35067152,17335.45906,5.85396E+12,9.00332E+12,1.08966E+13,9.27338E+12,0,1.25641E+13,0.0026959,0.00206683,0.00142872,0.00155306,0.00308152,0.0005969
2478,496,1,2.14,0.44,0.26,59.1,3.02,0.35067152,17335.45906,5.85396E+12,9.00332E+12,1.08966E+13,9.27338E+12,0,1.25641E+13,0.00576133,0.00475387,0.0032893,0.0035137,0.0119241,0.0016849
2479,496,6,2.35,0.75,0.41,97.33,7.31,0.35067152,17335.45906,5.85396E+12,9.00332E+12,1.08966E+13,9.27338E+12,0,1.25641E+13,0.00293914,0.00225818,0.00156967,0.00173319,0.0035485,0.0006772
2480,496,9,1.93,0.6,0.4,95.82,7.16,0.35067152,17335.45906,5.85396E+12,9.00332E+12,1.08966E+13,9.27338E+12,0,1.25641E+13,0.00228023,0.00180312,0.0012696,0.00129029,0.0024891,0.00050909
2481,497,5,2.15,0.83,0.37,89.27,6.04,0.363032593,13768.54104,7.33558E+12,5.62897E+12,1.03678E+13,2.75159E+12,9.97434E+12,1.8242E+12,0.00264202,0.00288443,0.00201525,0.0026273,0.0012055,0.0012863
2482,497,4,2.17,0.78,0.32,90.35,6.79,0.363032593,13768.54104,7.33558E+12,5.62897E+12,1.03678E+13,2.75159E+12,9.97434E+12,1.8242E+12,0.0025387,0.00275863,0.00185848,0.00242055,0.0010948,0.0012034
2483,497,7,2.3,0.79,0.32,92.57,9.1,0.363032593,13768.54104,7.33558E+12,5.62897E+12,1.03678E+13,2.75159E+12,9.97434E+12,1.8242E+12,0.00274548,0.00306841,0.00207103,0.00287328,0.0012974,0.0014704
2484,497,9,1.93,0.6,0.4,95.82,7.16,0.363032593,13768.54104,7.33558E+12,5.62897E+12,1.03678E+13,2.75159E+12,9.97434E+12,1.8242E+12,0.00219795,0.00240082,0.00161864,0.00214747,0.00097375,0.00108499
